"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sentence","Answer.chosenWord","Approve","Reject"
"3HYV4299H0OCXMBK187OREQ7MOV8E8","3VXAMLAOARV2CNKMZ1WO7W11Y3PZF7","Language Error Detection","Detect the errors in the following sentences","error detection, English,  syntax, words","$0.02","Wed Feb 08 01:55:52 PST 2017","3","BatchId:2679983;OriginalHitTemplateId:712361150;","3600","259200","Wed Feb 15 01:55:52 PST 2017","","","3B1NLC6UG0OX9C3MJM4P2N2R3LYGP3","AA9N1MNC5OBN8","Submitted","Wed Feb 08 02:15:26 PST 2017","Wed Feb 08 02:16:26 PST 2017","Sat Feb 11 02:16:26 PST 2017","","","","60","0% (0/0)","0% (0/0)","0% (0/0)","In these days people prefere shopping at supermarkets than at shops or even shopping areas , because shopping at shop is less enjoyable and you spent the same amount of money .","[{""id"":8,""start"":4,""end"":5,""word"":""prefere""}]"
"3HYV4299H0OCXMBK187OREQ7MOV8E8","3VXAMLAOARV2CNKMZ1WO7W11Y3PZF7","Language Error Detection","Detect the errors in the following sentences","error detection, English,  syntax, words","$0.02","Wed Feb 08 01:55:52 PST 2017","3","BatchId:2679983;OriginalHitTemplateId:712361150;","3600","259200","Wed Feb 15 01:55:52 PST 2017","","","3EF8EXOTT2N4JMAL6QE2Y4C9SX91JO","A1UIKSG4IKHGCZ","Submitted","Wed Feb 08 02:08:26 PST 2017","Wed Feb 08 02:08:41 PST 2017","Sat Feb 11 02:08:41 PST 2017","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","In these days people prefere shopping at supermarkets than at shops or even shopping areas , because shopping at shop is less enjoyable and you spent the same amount of money .","[{""id"":8,""start"":4,""end"":5,""word"":""prefere""}]"
"3HYV4299H0OCXMBK187OREQ7MOV8E8","3VXAMLAOARV2CNKMZ1WO7W11Y3PZF7","Language Error Detection","Detect the errors in the following sentences","error detection, English,  syntax, words","$0.02","Wed Feb 08 01:55:52 PST 2017","3","BatchId:2679983;OriginalHitTemplateId:712361150;","3600","259200","Wed Feb 15 01:55:52 PST 2017","","","3LOTDFNYA8RHFL4SKOC2CWABV30WFE","A3D6IPJ4RBCNVY","Submitted","Wed Feb 08 02:13:55 PST 2017","Wed Feb 08 02:14:21 PST 2017","Sat Feb 11 02:14:21 PST 2017","","","","26","0% (0/0)","0% (0/0)","0% (0/0)","In these days people prefere shopping at supermarkets than at shops or even shopping areas , because shopping at shop is less enjoyable and you spent the same amount of money .","[{""id"":8,""start"":4,""end"":5,""word"":""prefere""},{""id"":38,""start"":19,""end"":20,""word"":""shop""},{""id"":50,""start"":25,""end"":26,""word"":""spent""}]"
"3D1UCPY6GG19NOVNCOQS8NMAVZ538C","3VXAMLAOARV2CNKMZ1WO7W11Y3PZF7","Language Error Detection","Detect the errors in the following sentences","error detection, English,  syntax, words","$0.02","Wed Feb 08 01:55:52 PST 2017","3","BatchId:2679983;OriginalHitTemplateId:712361150;","3600","259200","Wed Feb 15 01:55:52 PST 2017","","","3M23Y66PO3ZSPBU8ZQZXL1UDWR26S7","A1UIKSG4IKHGCZ","Submitted","Wed Feb 08 02:10:03 PST 2017","Wed Feb 08 02:10:13 PST 2017","Sat Feb 11 02:10:13 PST 2017","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","Tina , guess WHO was he ?","[{""id"":6,""start"":3,""end"":4,""word"":""WHO""}]"
"3D1UCPY6GG19NOVNCOQS8NMAVZ538C","3VXAMLAOARV2CNKMZ1WO7W11Y3PZF7","Language Error Detection","Detect the errors in the following sentences","error detection, English,  syntax, words","$0.02","Wed Feb 08 01:55:52 PST 2017","3","BatchId:2679983;OriginalHitTemplateId:712361150;","3600","259200","Wed Feb 15 01:55:52 PST 2017","","","3U84XHCDID5BB0C8BU0QKW72NFVZ4J","A3D6IPJ4RBCNVY","Submitted","Wed Feb 08 02:14:22 PST 2017","Wed Feb 08 02:15:31 PST 2017","Sat Feb 11 02:15:31 PST 2017","","","","69","0% (0/0)","0% (0/0)","0% (0/0)","Tina , guess WHO was he ?","[{""id"":6,""start"":3,""end"":4,""word"":""WHO""}]"
"3D1UCPY6GG19NOVNCOQS8NMAVZ538C","3VXAMLAOARV2CNKMZ1WO7W11Y3PZF7","Language Error Detection","Detect the errors in the following sentences","error detection, English,  syntax, words","$0.02","Wed Feb 08 01:55:52 PST 2017","3","BatchId:2679983;OriginalHitTemplateId:712361150;","3600","259200","Wed Feb 15 01:55:52 PST 2017","","","3ZPPDN2SLWOEXBROW2I4GUH0L119EK","A374YV9KCIQNCC","Submitted","Wed Feb 08 02:08:36 PST 2017","Wed Feb 08 02:08:52 PST 2017","Sat Feb 11 02:08:52 PST 2017","","","","16","100% (1/1)","100% (1/1)","100% (1/1)","Tina , guess WHO was he ?","[{""id"":6,""start"":3,""end"":4,""word"":""WHO""}]"
"31KPKEKW4A5W8UUXWDSJXRE40T6B0O","3VXAMLAOARV2CNKMZ1WO7W11Y3PZF7","Language Error Detection","Detect the errors in the following sentences","error detection, English,  syntax, words","$0.02","Wed Feb 08 01:55:52 PST 2017","3","BatchId:2679983;OriginalHitTemplateId:712361150;","3600","259200","Wed Feb 15 01:55:52 PST 2017","","","3BF51CHDTW28LRUDM77H8MDKAD30HJ","AHA28L276D6OX","Submitted","Wed Feb 08 03:57:44 PST 2017","Wed Feb 08 03:59:02 PST 2017","Sat Feb 11 03:59:02 PST 2017","","","","78","100% (3/3)","100% (3/3)","100% (2/2)","First of all the starring that was supposed to be ( Danny Brook and Tina Truelove ) were n't there , I was so enthusiastic about your starring , when I realized was a failure , even though they do good , it was n't the same .","[{""id"":-2,""word"":""no-error"",""start"":-2,""end"":-2}]"
"31KPKEKW4A5W8UUXWDSJXRE40T6B0O","3VXAMLAOARV2CNKMZ1WO7W11Y3PZF7","Language Error Detection","Detect the errors in the following sentences","error detection, English,  syntax, words","$0.02","Wed Feb 08 01:55:52 PST 2017","3","BatchId:2679983;OriginalHitTemplateId:712361150;","3600","259200","Wed Feb 15 01:55:52 PST 2017","","","3GS6S824SRPT3DH9ICVFK1JKXUMNWC","A1UIKSG4IKHGCZ","Submitted","Wed Feb 08 01:56:07 PST 2017","Wed Feb 08 01:57:56 PST 2017","Sat Feb 11 01:57:56 PST 2017","","","","109","0% (0/0)","0% (0/0)","0% (0/0)","First of all the starring that was supposed to be ( Danny Brook and Tina Truelove ) were n't there , I was so enthusiastic about your starring , when I realized was a failure , even though they do good , it was n't the same .","[{""id"":35,""word"":""   "",""start"":""18"",""end"":""18""},{""id"":87,""word"":""   "",""start"":""44"",""end"":""44""},{""id"":93,""word"":""   "",""start"":""47"",""end"":""47""}]"
"31KPKEKW4A5W8UUXWDSJXRE40T6B0O","3VXAMLAOARV2CNKMZ1WO7W11Y3PZF7","Language Error Detection","Detect the errors in the following sentences","error detection, English,  syntax, words","$0.02","Wed Feb 08 01:55:52 PST 2017","3","BatchId:2679983;OriginalHitTemplateId:712361150;","3600","259200","Wed Feb 15 01:55:52 PST 2017","","","3X0H8UUIT2GQJQ9EQ8C1JVTQKTVSWU","A1YGSIQI52QT9L","Submitted","Wed Feb 08 02:28:14 PST 2017","Wed Feb 08 02:28:35 PST 2017","Sat Feb 11 02:28:35 PST 2017","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","First of all the starring that was supposed to be ( Danny Brook and Tina Truelove ) were n't there , I was so enthusiastic about your starring , when I realized was a failure , even though they do good , it was n't the same .","[{""id"":20,""start"":10,""end"":11,""word"":""(""},{""id"":32,""start"":16,""end"":17,""word"":"")""},{""id"":36,""start"":18,""end"":19,""word"":""n't""},{""id"":40,""start"":20,""end"":21,""word"":"",""},{""id"":56,""start"":28,""end"":29,""word"":"",""},{""id"":70,""start"":35,""end"":36,""word"":"",""},{""id"":82,""start"":41,""end"":42,""word"":"",""}]"
"3Z8UJEJOCZ591TEXHGW68JHLF5N391","3VXAMLAOARV2CNKMZ1WO7W11Y3PZF7","Language Error Detection","Detect the errors in the following sentences","error detection, English,  syntax, words","$0.02","Wed Feb 08 01:55:52 PST 2017","3","BatchId:2679983;OriginalHitTemplateId:712361150;","3600","259200","Wed Feb 15 01:55:52 PST 2017","","","333U7HK6IA7YBHQXMJYXZ6DIHUCDJQ","A1M62AK1APB3FX","Submitted","Wed Feb 08 02:08:31 PST 2017","Wed Feb 08 02:09:19 PST 2017","Sat Feb 11 02:09:19 PST 2017","","","","48","0% (0/0)","0% (0/0)","0% (0/0)","Even if I worked hard on it , I was very surprised of winning just the first prize .","[{""id"":18,""start"":9,""end"":10,""word"":""was""}]"
